店舗名,年度,月,制服冬上,制服冬下,Yシャツ,制服夏上,制服夏下,体操服上,体操服下,靴下,シューズ,帽子,体操帽,合計,,,
下関本,2017,10,190,214,166,24,48,24,48,713,356,71,0,1853,,,
下関本,2017,11,71,71,166,24,24,48,0,689,380,71,0,1544,,,
下関本,2017,12,95,95,356,24,24,24,0,784,356,71,0,1830,,,
下関本,2017,1,71,71,119,0,0,0,24,689,119,71,0,1164,,,
下関本,2017,2,309,356,71,24,0,24,24,689,143,71,0,1711,,,
下関本,2017,3,2495,3588,5679,380,404,618,570,6439,2685,3113,570,26540,,,
下関本,2018,4,71,48,570,333,333,2851,2970,546,642,261,3184,11809,,,
下関本,2018,5,71,71,356,2994,3208,1948,1901,784,309,71,2352,14066,,,
下関本,2018,6,0,24,166,1188,1045,380,285,665,380,71,356,4562,,,
下関本,2018,7,0,48,119,48,71,451,499,784,380,71,642,3113,,,
下関本,2018,8,24,24,24,71,71,119,119,546,309,48,119,1473,,,
下関本,2018,9,143,119,119,48,24,24,24,665,285,71,0,1521,,,
下関本,2018,10,214,190,119,24,48,24,48,689,333,71,0,1758,,,
下関本,2018,11,71,71,190,24,24,48,24,760,333,71,0,1616,,,
下関本,2018,12,71,71,380,24,48,24,0,642,404,71,0,1734,,,
下関本,2018,1,71,71,95,0,24,0,24,737,119,48,0,1188,,,
下関本,2018,2,261,404,71,24,0,24,24,665,143,48,0,1663,,,
下関本,2018,3,3445,3516,6890,309,333,618,713,5346,2756,2376,689,26991,,,
長門,2016,4,143,119,1521,665,618,5512,5108,1497,1283,665,5275,22406,,,
長門,2016,5,143,143,689,5394,6510,3374,4586,1259,713,95,3707,26611,,,
長門,2016,6,24,48,428,2970,2495,523,713,1093,570,119,713,9694,,,
長門,2016,7,0,95,309,95,119,1117,1164,1449,689,166,974,6178,,,
長門,2016,8,48,24,71,119,143,238,261,1093,713,143,309,3160,,,
長門,2016,9,309,261,285,71,48,71,71,1259,523,143,0,3041,,,
長門,2016,10,380,333,285,48,95,48,71,1283,594,143,0,3279,,,
長門,2016,11,143,119,309,24,71,95,24,1331,760,143,0,3018,,,
長門,2016,12,143,119,570,24,71,24,24,1402,546,143,0,3065,,,
長門,2016,1,143,119,190,0,24,24,24,1212,261,119,0,2115,,,
長門,2016,2,570,642,119,24,24,24,48,1283,238,143,0,3113,,,
長門,2016,3,5869,6582,12094,546,546,1283,1188,12664,5275,4918,1521,52486,,,
長門,2017,4,143,143,1473,475,618,4847,6225,1188,1236,689,5298,22334,,,
長門,2017,5,166,143,665,6154,5061,3445,4134,1140,594,143,3992,25637,,,
長門,2017,6,24,71,428,2305,2257,713,546,1449,665,119,594,9171,,,
長門,2017,7,0,71,309,119,143,998,1164,1259,642,166,974,5845,,,
長門,2017,8,48,24,48,119,119,261,285,1473,760,119,214,3469,,,
長門,2017,9,285,261,214,48,48,48,71,1497,523,166,0,3160,,,
長門,2017,10,451,356,238,48,71,48,71,1212,689,119,0,3303,,,
長門,2017,11,119,119,380,48,71,71,24,1449,713,119,0,3113,,,
長門,2017,12,119,119,665,24,71,24,0,1069,618,143,0,2851,,,
長門,2017,1,119,119,238,24,24,0,48,1473,309,119,0,2471,,,
長門,2017,2,642,546,119,24,0,24,48,1426,261,119,0,3208,,,
長門,2017,3,5180,6201,11048,546,546,1283,1259,13686,5417,6320,1426,52914,,,
長門,2018,4,95,143,1354,570,523,4704,5679,1093,1117,523,5251,21051,,,
長門,2018,5,143,119,618,4419,4752,4039,4110,1045,594,119,3873,23831,,,
長門,2018,6,24,48,428,1972,2424,737,618,1402,665,166,594,9076,,,
長門,2018,7,24,71,261,143,143,832,1069,1259,642,143,832,5417,,,
長門,2018,8,48,24,71,119,119,285,285,1022,618,143,285,3018,,,
長門,2018,9,238,261,214,71,48,71,71,1212,570,143,0,2899,,,
長門,2018,10,356,309,261,71,95,71,95,1117,499,143,0,3018,,,
長門,2018,11,143,143,285,48,71,71,24,1331,642,143,0,2899,,,
長門,2018,12,143,143,499,24,48,24,24,1069,523,95,0,2590,,,
長門,2018,1,143,119,166,0,24,0,24,998,214,119,0,1806,,,
長門,2018,2,737,618,143,24,24,24,71,1236,261,119,0,3255,,,
長門,2018,3,6273,6225,12783,499,642,1164,1402,12355,4538,6558,1117,53555,,,
宇部,2016,4,71,95,689,380,380,2970,2875,642,737,428,2614,11880,,,
宇部,2016,5,71,48,356,3350,3136,1853,2424,808,428,71,2115,14660,,,
宇部,2016,6,24,24,238,1307,1449,380,309,642,285,71,309,5037,,,
宇部,2016,7,0,48,143,71,71,499,642,642,285,71,499,2970,,,
宇部,2016,8,24,24,24,95,71,119,119,784,404,71,166,1901,,,
宇部,2016,9,119,143,143,24,24,24,48,855,309,71,0,1758,,,
宇部,2016,10,238,190,143,24,48,24,48,832,404,48,0,1996,,,
宇部,2016,11,71,71,190,24,48,48,24,689,380,71,0,1616,,,
宇部,2016,12,71,71,309,24,24,24,0,665,380,71,0,1639,,,
宇部,2016,1,71,71,95,0,24,0,24,689,143,71,0,1188,,,
宇部,2016,2,285,333,71,24,0,24,24,832,143,95,0,1830,,,
宇部,2016,3,2780,2827,5607,404,380,784,784,7294,2709,2780,855,27205,,,
宇部,2017,4,71,71,784,356,285,2804,3018,713,689,356,3849,12997,,,
宇部,2017,5,71,71,309,3516,3421,1758,1782,760,380,71,1925,14066,,,
宇部,2017,6,24,24,214,1639,1283,404,404,713,333,71,309,5417,,,
宇部,2017,7,0,48,119,71,71,546,523,594,333,71,618,2994,,,
宇部,2017,8,24,24,48,71,71,143,143,760,380,95,166,1925,,,
宇部,2017,9,119,119,119,24,24,24,24,808,309,95,0,1663,,,
宇部,2017,10,214,238,119,24,48,24,48,594,404,71,0,1782,,,
宇部,2017,11,71,71,143,24,24,48,24,618,285,71,0,1378,,,
宇部,2017,12,71,71,380,24,48,24,0,642,404,71,0,1734,,,
宇部,2017,1,71,71,119,0,24,0,24,784,119,95,0,1307,,,
宇部,2017,2,356,333,71,24,0,24,24,808,166,71,0,1877,,,
宇部,2017,3,2875,3635,6843,285,356,737,832,6653,2661,3588,713,29177,,,
宇部,2018,4,71,71,642,356,238,2994,2875,570,570,261,3303,11951,,,
宇部,2018,5,71,71,404,2827,3255,2424,2020,570,356,71,2328,14399,,,
宇部,2018,6,24,48,214,1592,1259,285,333,713,380,71,309,5227,,,
宇部,2018,7,0,48,143,71,71,618,618,642,333,71,594,3208,,,
宇部,2018,8,24,24,24,95,71,143,119,689,285,71,119,1663,,,
宇部,2018,9,119,119,143,48,24,48,48,570,380,48,0,1544,,,
宇部,2018,10,190,214,119,24,48,24,48,784,356,71,0,1877,,,
宇部,2018,11,71,71,143,24,24,48,24,618,404,48,0,1473,,,
宇部,2018,12,71,71,380,24,48,24,0,713,356,71,0,1758,,,
宇部,2018,1,71,71,95,0,24,0,24,808,143,71,0,1307,,,
宇部,2018,2,404,285,71,24,0,24,24,665,119,71,0,1687,,,
宇部,2018,3,3493,2709,6914,356,333,689,618,6320,3374,3540,737,29082,,,
岩国,2016,4,95,119,1307,523,523,5465,5774,998,1140,475,5869,22287,,,
岩国,2016,5,119,95,594,5607,4087,2780,3683,974,594,119,2899,21550,,,
岩国,2016,6,24,71,380,2376,1877,475,570,1283,475,95,642,8268,,,
岩国,2016,7,0,71,214,95,95,737,1045,974,642,95,950,4918,,,
岩国,2016,8,24,24,48,119,95,238,190,1212,665,119,238,2970,,,
岩国,2016,9,214,190,238,48,48,71,48,1045,546,119,0,2566,,,
岩国,2016,10,333,261,214,48,71,48,48,879,642,95,0,2637,,,
岩国,2016,11,119,95,214,48,71,71,24,1212,499,119,0,2471,,,
岩国,2016,12,119,95,451,24,71,24,0,1069,570,119,0,2542,,,
岩国,2016,1,119,119,166,0,24,24,24,1259,190,95,0,2020,,,
岩国,2016,2,594,523,95,24,24,24,48,1022,261,95,0,2709,,,
岩国,2016,3,4324,4277,8672,451,546,1188,1188,8767,4966,4681,1022,40083,,,
岩国,2017,4,95,95,1117,428,404,5370,4776,1236,998,523,5512,20552,,,
岩国,2017,5,119,119,546,5512,4966,3730,2661,927,570,119,2922,22192,,,
岩国,2017,6,24,48,380,2542,1734,523,570,855,499,95,451,7722,,,
岩国,2017,7,0,71,214,95,119,998,855,855,570,119,855,4752,,,
岩国,2017,8,48,24,48,95,119,190,190,879,428,119,214,2352,,,
岩国,2017,9,190,214,261,48,48,48,48,1045,546,95,0,2542,,,
岩国,2017,10,285,309,190,48,71,48,71,1212,546,119,0,2899,,,
岩国,2017,11,119,95,309,48,48,71,24,998,618,95,0,2424,,,
岩国,2017,12,95,95,451,24,48,24,0,1212,546,95,0,2590,,,
岩国,2017,1,119,95,190,0,24,0,24,1022,214,119,0,1806,,,
岩国,2017,2,475,618,119,24,0,24,48,1117,190,95,0,2709,,,
岩国,2017,3,3873,5702,10336,428,499,950,974,8791,3873,3920,1164,40511,,,
岩国,2018,4,95,95,1022,523,380,5085,4087,1188,1022,428,5037,18960,,,
岩国,2018,5,95,95,523,4491,4681,3089,3208,1045,546,119,3303,21194,,,
岩国,2018,6,24,48,261,1830,2352,523,475,1045,618,119,546,7841,,,
岩国,2018,7,0,71,166,119,95,784,713,1093,618,95,760,4514,,,
岩国,2018,8,24,24,48,95,95,190,166,1045,546,95,166,2495,,,
岩国,2018,9,214,190,166,71,48,71,71,1164,618,95,0,2709,,,
岩国,2018,10,333,309,214,48,48,48,71,927,428,119,0,2542,,,
岩国,2018,11,119,95,238,48,48,71,24,1188,523,119,0,2471,,,
岩国,2018,12,119,119,428,24,71,24,24,950,451,95,0,2305,,,
岩国,2018,1,95,95,166,24,24,0,48,1188,166,95,0,1901,,,
岩国,2018,2,523,404,119,24,0,24,48,1045,166,95,0,2447,,,
岩国,2018,3,3802,5322,10193,523,594,998,1140,9266,3707,3849,1188,40582,,,
東伯,2016,4,95,95,927,428,523,4609,4966,974,1283,499,4419,18818,,,
東伯,2016,5,119,95,499,5156,5512,3041,3303,998,546,95,2661,22026,,,
東伯,2016,6,24,48,285,2590,2352,499,546,1069,523,95,451,8482,,,
東伯,2016,7,24,71,261,119,119,927,998,974,570,119,927,5108,,,
東伯,2016,8,48,24,48,95,95,261,166,1093,642,119,261,2851,,,
東伯,2016,9,261,238,238,48,48,48,71,950,546,95,0,2542,,,
東伯,2016,10,380,380,214,48,71,48,71,903,499,95,0,2709,,,
東伯,2016,11,95,119,309,24,48,71,24,1283,546,143,0,2661,,,
東伯,2016,12,119,95,570,24,48,24,24,1331,594,95,0,2922,,,
東伯,2016,1,119,119,143,0,24,0,24,1259,214,119,0,2020,,,
東伯,2016,2,523,594,143,24,0,24,48,998,238,95,0,2685,,,
東伯,2016,3,5061,5655,11120,523,451,1283,1069,11334,6011,4063,1212,47781,,,
東伯,2017,4,95,95,879,428,404,4229,5346,1045,903,570,5061,19056,,,
東伯,2017,5,119,119,523,5560,5108,3208,3136,1236,523,95,3754,23380,,,
東伯,2017,6,24,48,285,2305,1925,594,594,1093,451,95,594,8007,,,
東伯,2017,7,0,71,214,95,119,737,998,1283,546,119,879,5061,,,
東伯,2017,8,48,24,48,119,95,261,214,1164,523,119,214,2827,,,
東伯,2017,9,238,261,190,71,48,71,48,974,594,143,0,2637,,,
東伯,2017,10,333,309,190,48,71,48,48,1045,594,95,0,2780,,,
東伯,2017,11,95,95,214,48,48,48,24,1022,499,119,0,2210,,,
東伯,2017,12,119,119,499,24,48,24,0,1164,618,95,0,2709,,,
東伯,2017,1,95,143,143,0,24,0,48,974,190,95,0,1711,,,
東伯,2017,2,546,642,95,24,0,24,48,1069,190,95,0,2732,,,
東伯,2017,3,4158,5108,10502,523,618,1283,1045,9433,3968,5489,1188,43314,,,
東伯,2018,4,143,119,1045,546,523,5607,4348,1117,1188,523,5108,20267,,,
東伯,2018,5,143,95,475,5560,5108,3065,3516,1069,546,95,3564,23237,,,
東伯,2018,6,24,48,285,1877,1996,594,475,974,546,95,594,7508,,,
東伯,2018,7,24,71,190,119,119,855,855,1117,475,95,927,4847,,,
東伯,2018,8,48,24,48,95,119,190,166,1259,475,119,238,2780,,,
東伯,2018,9,166,166,190,48,48,71,48,950,523,143,0,2352,,,
東伯,2018,10,356,309,238,48,71,48,48,832,475,143,0,2566,,,
東伯,2018,11,119,119,238,24,48,48,24,1117,428,119,0,2281,,,
東伯,2018,12,119,119,499,24,48,24,0,998,523,143,0,2495,,,
東伯,2018,1,95,95,166,0,24,0,24,903,190,119,0,1616,,,
東伯,2018,2,475,475,119,24,0,24,48,1236,190,119,0,2709,,,
東伯,2018,3,5227,3825,7960,475,618,1093,1117,10383,5275,5370,1140,42483,,,
鳥取本,2016,4,48,48,618,214,214,2020,2447,428,475,261,1972,8744,,,
鳥取本,2016,5,48,48,309,2637,2067,1449,1283,451,285,48,1616,10241,,,
鳥取本,2016,6,0,24,190,1283,1069,238,214,618,214,48,285,4182,,,
鳥取本,2016,7,0,24,95,71,71,451,356,594,214,48,333,2257,,,
鳥取本,2016,8,24,24,24,48,71,95,119,546,214,71,95,1331,,,
鳥取本,2016,9,95,119,119,24,24,24,24,642,261,48,0,1378,,,
鳥取本,2016,10,190,190,119,24,48,24,48,594,261,48,0,1544,,,
鳥取本,2016,11,48,48,143,24,24,24,0,618,309,48,0,1283,,,
鳥取本,2016,12,71,48,261,0,24,0,0,594,238,48,0,1283,,,
鳥取本,2016,1,48,71,71,0,0,0,24,546,119,48,0,927,,,
鳥取本,2016,2,333,309,48,0,0,0,24,570,119,48,0,1449,,,
鳥取本,2016,3,2827,2519,5441,261,214,523,570,4443,2590,2186,523,22097,,,
鳥取本,2017,4,71,48,570,214,214,1948,2115,570,546,238,2352,8886,,,
鳥取本,2017,5,48,48,261,2115,2827,1758,1426,499,285,71,1283,10621,,,
鳥取本,2017,6,0,24,119,832,974,238,238,523,309,48,285,3588,,,
鳥取本,2017,7,0,24,119,48,71,380,428,523,214,48,451,2305,,,
鳥取本,2017,8,24,0,24,48,48,119,119,618,309,71,95,1473,,,
鳥取本,2017,9,95,95,119,24,24,24,24,546,261,71,0,1283,,,
鳥取本,2017,10,143,166,119,24,24,24,24,523,261,48,0,1354,,,
鳥取本,2017,11,48,71,143,24,24,48,0,428,285,48,0,1117,,,
鳥取本,2017,12,48,48,261,0,24,24,0,428,285,48,0,1164,,,
鳥取本,2017,1,48,48,71,0,24,0,24,499,95,71,0,879,,,
鳥取本,2017,2,309,309,48,0,0,24,24,594,119,48,0,1473,,,
鳥取本,2017,3,2447,2495,3920,309,261,451,570,4015,2542,1901,618,19531,,,
鳥取本,2018,4,48,71,499,261,238,2115,2352,428,546,309,2138,9005,,,
鳥取本,2018,5,48,48,214,2637,2471,1378,1259,570,238,48,1378,10288,,,
鳥取本,2018,6,0,24,143,927,1045,214,285,594,285,71,238,3825,,,
鳥取本,2018,7,0,24,119,48,48,428,356,570,285,48,333,2257,,,
鳥取本,2018,8,24,0,24,48,48,95,119,523,238,48,119,1283,,,
鳥取本,2018,9,119,95,95,24,24,24,24,594,238,48,0,1283,,,
鳥取本,2018,10,143,119,95,24,48,24,24,499,285,48,0,1307,,,
鳥取本,2018,11,48,48,95,24,24,24,0,428,261,48,0,998,,,
鳥取本,2018,12,48,48,238,0,24,0,0,546,285,48,0,1236,,,
鳥取本,2018,1,48,48,71,0,0,0,24,546,95,48,0,879,,,
鳥取本,2018,2,285,214,48,24,0,0,24,523,119,48,0,1283,,,
鳥取本,2018,3,2281,1948,5085,261,238,570,570,4229,2542,2067,499,20291,,,
米子上福原,2016,4,119,119,1069,428,570,4990,4776,1164,1045,665,4776,19721,,,
米子上福原,2016,5,143,95,499,4158,5394,3398,3018,974,523,95,3992,22287,,,
米子上福原,2016,6,24,71,309,2471,2186,499,570,1140,546,119,546,8482,,,
米子上福原,2016,7,0,71,238,95,95,808,974,1307,475,119,832,5013,,,
米子上福原,2016,8,24,24,71,119,119,214,285,1259,642,119,261,3136,,,
米子上福原,2016,9,261,238,238,48,48,71,48,1164,689,95,0,2899,,,
米子上福原,2016,10,309,285,190,48,71,48,71,1378,523,95,0,3018,,,
米子上福原,2016,11,143,119,309,24,71,71,24,1354,642,119,0,2875,,,
米子上福原,2016,12,119,119,618,24,71,24,24,1307,665,143,0,3113,,,
米子上福原,2016,1,119,119,166,24,24,0,24,1164,261,119,0,2020,,,
米子上福原,2016,2,523,689,119,24,0,24,48,998,238,119,0,2780,,,
米子上福原,2016,3,6178,4728,10383,665,546,1022,1117,9456,5821,4990,1140,46047,,,
米子上福原,2017,4,119,119,974,523,594,4823,5584,998,1117,451,4586,19887,,,
米子上福原,2017,5,119,119,499,6106,5037,3160,3968,1212,499,95,3113,23926,,,
米子上福原,2017,6,24,71,285,2614,2495,665,594,1069,618,95,570,9100,,,
米子上福原,2017,7,0,71,238,95,95,855,879,1164,523,95,1069,5085,,,
米子上福原,2017,8,48,24,71,95,95,214,214,974,523,95,214,2566,,,
米子上福原,2017,9,261,214,238,48,48,48,71,1069,665,119,0,2780,,,
米子上福原,2017,10,356,380,190,48,71,48,71,1283,475,143,0,3065,,,
米子上福原,2017,11,95,119,238,48,48,71,24,1140,475,95,0,2352,,,
米子上福原,2017,12,119,143,499,24,71,24,0,1140,475,95,0,2590,,,
米子上福原,2017,1,119,119,143,0,24,0,24,950,261,119,0,1758,,,
米子上福原,2017,2,618,475,95,24,0,24,48,1307,190,119,0,2899,,,
米子上福原,2017,3,4063,4063,9266,475,546,1354,1069,11619,5797,4681,1140,44075,,,
米子上福原,2018,4,119,143,974,404,404,4063,4942,1212,903,523,5774,19459,,,
米子上福原,2018,5,95,119,618,3968,5394,2827,2922,1212,451,143,3516,21265,,,
米子上福原,2018,6,24,48,356,2233,2091,546,618,1140,642,119,523,8340,,,
米子上福原,2018,7,24,71,261,119,95,950,903,1069,523,95,737,4847,,,
米子上福原,2018,8,48,24,71,119,119,261,238,927,642,119,190,2756,,,
米子上福原,2018,9,190,190,214,71,48,48,48,1212,499,119,0,2637,,,
米子上福原,2018,10,380,356,261,48,71,48,71,1069,594,95,0,2994,,,
米子上福原,2018,11,95,95,309,24,48,71,24,903,570,119,0,2257,,,
米子上福原,2018,12,119,119,594,24,71,24,0,1022,499,95,0,2566,,,
米子上福原,2018,1,143,95,143,24,24,0,24,1188,190,95,0,1925,,,
米子上福原,2018,2,594,618,95,24,24,24,48,879,214,143,0,2661,,,
米子上福原,2018,3,4419,4063,11072,642,642,998,1212,11452,5631,5275,1188,46593,,,
鳥取河原町,2016,4,48,48,523,214,238,2732,2376,523,570,261,2590,10122,,,
鳥取河原町,2016,5,48,48,261,2400,1996,1307,1473,475,309,48,1616,9979,,,
鳥取河原町,2016,6,0,24,119,1236,1164,238,309,570,214,71,285,4229,,,
鳥取河原町,2016,7,0,24,95,48,48,356,333,594,261,71,404,2233,,,
鳥取河原町,2016,8,24,0,24,48,48,95,119,428,285,48,119,1236,,,
鳥取河原町,2016,9,119,95,95,24,24,24,24,428,309,48,0,1188,,,
鳥取河原町,2016,10,190,166,95,24,24,24,24,428,238,71,0,1283,,,
鳥取河原町,2016,11,48,48,95,24,24,48,0,546,261,48,0,1140,,,
鳥取河原町,2016,12,71,48,238,24,24,24,0,570,214,48,0,1259,,,
鳥取河原町,2016,1,48,48,71,0,24,0,24,642,95,71,0,1022,,,
鳥取河原町,2016,2,261,261,48,24,0,0,24,475,95,48,0,1236,,,
鳥取河原町,2016,3,2566,2328,4324,214,285,499,618,5322,2067,2542,594,21360,,,
鳥取河原町,2017,4,48,48,451,238,214,2186,1996,475,475,285,2162,8577,,,
鳥取河原町,2017,5,48,48,214,2210,2352,1259,1734,451,261,48,1449,10074,,,
鳥取河原町,2017,6,0,24,166,927,1045,309,214,546,285,48,238,3802,,,
鳥取河原町,2017,7,0,24,95,48,48,333,380,475,285,48,451,2186,,,
鳥取河原町,2017,8,24,24,24,48,71,95,119,546,261,48,95,1354,,,
鳥取河原町,2017,9,119,95,119,24,24,24,24,523,238,71,0,1259,,,
鳥取河原町,2017,10,166,143,95,24,24,24,24,546,238,71,0,1354,,,
鳥取河原町,2017,11,48,48,143,24,24,24,0,428,261,48,0,1045,,,
鳥取河原町,2017,12,48,48,214,0,24,0,0,428,238,48,0,1045,,,
鳥取河原町,2017,1,48,48,71,0,0,0,24,594,95,48,0,927,,,
鳥取河原町,2017,2,261,261,48,0,0,24,24,451,119,48,0,1236,,,
鳥取河原町,2017,3,2471,2043,3968,238,285,428,618,5132,1972,2162,618,19935,,,
鳥取河原町,2018,4,48,48,404,238,238,2138,2305,404,594,238,2281,8934,,,
鳥取河原町,2018,5,48,48,261,2186,1806,1639,1711,546,238,48,1212,9742,,,
鳥取河原町,2018,6,0,24,166,1164,903,238,214,428,285,48,261,3730,,,
鳥取河原町,2018,7,0,24,95,48,71,404,356,499,214,48,475,2233,,,
鳥取河原町,2018,8,24,0,24,48,48,119,119,594,238,48,95,1354,,,
鳥取河原町,2018,9,95,119,95,24,24,24,24,451,285,71,0,1212,,,
鳥取河原町,2018,10,166,166,119,24,24,24,24,451,190,48,0,1236,,,
鳥取河原町,2018,11,71,48,119,24,24,48,0,570,285,48,0,1236,,,
鳥取河原町,2018,12,48,48,261,0,24,0,0,570,214,71,0,1236,,,
鳥取河原町,2018,1,48,71,71,0,0,0,24,570,119,48,0,950,,,
鳥取河原町,2018,2,261,238,48,0,0,0,24,546,95,48,0,1259,,,
鳥取河原町,2018,3,1972,2138,4491,285,214,428,404,4918,2162,1901,428,19341,,,
倉吉,2016,4,119,119,1259,618,546,4800,5108,1354,998,475,5892,21289,,,
倉吉,2016,5,119,95,475,6130,5679,3374,3089,927,594,119,3516,24116,,,
倉吉,2016,6,24,71,404,2210,2020,546,523,974,594,119,642,8126,,,
倉吉,2016,7,24,48,214,143,119,784,1045,1331,618,143,974,5441,,,
倉吉,2016,8,24,24,71,119,143,238,214,1331,570,143,261,3136,,,
倉吉,2016,9,190,238,238,48,48,71,71,1378,618,95,0,2994,,,
倉吉,2016,10,356,285,238,48,48,48,48,1188,665,119,0,3041,,,
倉吉,2016,11,95,119,238,24,48,71,24,927,642,143,0,2328,,,
倉吉,2016,12,119,119,570,24,71,24,0,1354,475,119,0,2875,,,
倉吉,2016,1,119,119,143,0,24,24,24,1283,214,143,0,2091,,,
倉吉,2016,2,451,499,119,24,24,24,48,1259,190,143,0,2780,,,
倉吉,2016,3,5156,5892,11048,546,475,950,1093,11452,5322,4229,998,47164,,,
倉吉,2017,4,95,119,1069,428,499,5465,4039,998,1307,594,5346,19958,,,
倉吉,2017,5,119,119,523,4348,5869,2899,3445,1022,475,95,3944,22857,,,
倉吉,2017,6,24,71,309,2233,2566,570,642,903,594,143,618,8672,,,
倉吉,2017,7,24,71,261,119,143,974,737,1140,570,119,998,5156,,,
倉吉,2017,8,24,24,71,119,95,190,261,927,475,119,214,2519,,,
倉吉,2017,9,190,238,238,71,48,71,48,1022,642,95,0,2661,,,
倉吉,2017,10,356,356,214,48,71,48,48,1283,618,95,0,3136,,,
倉吉,2017,11,119,95,285,48,71,71,24,1022,665,119,0,2519,,,
倉吉,2017,12,143,119,570,24,48,24,0,950,570,143,0,2590,,,
倉吉,2017,1,119,95,166,24,24,0,24,1212,190,95,0,1948,,,
倉吉,2017,2,570,594,119,24,24,24,48,1188,190,119,0,2899,,,
倉吉,2017,3,5394,5156,8197,523,570,1140,1022,11120,4657,5108,950,43837,,,
倉吉,2018,4,95,119,855,404,451,5346,5584,998,927,618,5536,20933,,,
倉吉,2018,5,119,95,570,5441,5441,3754,3113,1069,570,95,3754,24021,,,
倉吉,2018,6,24,48,261,2233,2400,451,642,1283,594,143,523,8601,,,
倉吉,2018,7,0,71,214,119,95,713,689,1140,546,119,832,4538,,,
倉吉,2018,8,48,24,48,95,95,214,214,1236,546,119,214,2851,,,
倉吉,2018,9,214,238,190,71,48,48,71,1236,546,143,0,2804,,,
倉吉,2018,10,309,356,238,48,71,48,71,950,570,119,0,2780,,,
倉吉,2018,11,119,119,214,24,71,48,24,1236,570,95,0,2519,,,
倉吉,2018,12,119,119,618,24,48,24,24,927,570,119,0,2590,,,
倉吉,2018,1,95,119,190,24,24,0,48,1069,190,119,0,1877,,,
倉吉,2018,2,546,618,95,24,0,24,48,927,261,119,0,2661,,,
倉吉,2018,3,4182,4871,8102,475,642,927,1164,9361,3944,4918,1022,39608,,,
米子西町,2016,4,95,95,1164,570,546,4348,4491,1093,1283,475,4015,18176,,,
米子西町,2016,5,95,119,475,3968,4396,3208,2566,1140,428,119,3659,20172,,,
米子西町,2016,6,24,71,309,2400,1806,523,475,1188,594,95,451,7936,,,
米子西町,2016,7,0,71,214,119,95,760,737,879,618,119,1022,4633,,,
米子西町,2016,8,48,24,48,119,95,238,214,1069,475,119,190,2637,,,
米子西町,2016,9,166,190,190,48,48,48,71,1188,618,95,0,2661,,,
米子西町,2016,10,380,309,261,48,71,48,71,1022,499,119,0,2827,,,
米子西町,2016,11,95,95,285,24,48,71,24,998,570,119,0,2328,,,
米子西町,2016,12,95,95,451,24,48,24,0,1164,499,119,0,2519,,,
米子西町,2016,1,95,119,143,0,24,0,24,1093,238,95,0,1830,,,
米子西町,2016,2,546,546,119,24,0,24,24,1093,190,119,0,2685,,,
米子西町,2016,3,5655,4918,9361,523,499,879,1093,10336,4158,4871,927,43219,,,
米子西町,2017,4,119,95,1069,570,499,3873,5061,903,1093,546,5394,19222,,,
米子西町,2017,5,95,95,594,4586,5631,3588,2994,1117,428,119,2827,22073,,,
米子西町,2017,6,24,71,356,1996,2519,451,546,998,499,95,570,8126,,,
米子西町,2017,7,0,71,190,95,95,974,855,1236,546,95,832,4990,,,
米子西町,2017,8,48,24,71,119,119,214,238,1045,594,95,214,2780,,,
米子西町,2017,9,190,190,238,71,48,48,48,1236,642,95,0,2804,,,
米子西町,2017,10,309,333,190,48,71,24,71,1069,570,119,0,2804,,,
米子西町,2017,11,119,95,261,24,48,48,24,927,546,95,0,2186,,,
米子西町,2017,12,119,119,594,24,71,24,0,1093,594,95,0,2732,,,
米子西町,2017,1,119,119,190,0,24,0,48,1093,238,95,0,1925,,,
米子西町,2017,2,594,451,95,24,0,24,48,927,190,119,0,2471,,,
米子西町,2017,3,4253,3968,8126,594,618,903,1259,9932,5441,5631,1117,41841,,,
米子西町,2018,4,95,95,927,380,499,3683,3730,974,1140,546,4015,16086,,,
米子西町,2018,5,119,119,499,3778,4015,3184,3493,1117,570,95,2519,19507,,,
米子西町,2018,6,24,48,285,1948,2257,451,570,903,428,119,523,7556,,,
米子西町,2018,7,0,48,214,119,119,665,879,1045,594,119,713,4514,,,
米子西町,2018,8,24,24,48,119,119,190,166,1164,594,95,190,2732,,,
米子西町,2018,9,166,166,166,48,48,48,71,998,523,95,0,2328,,,
米子西町,2018,10,285,333,238,48,71,48,71,1093,428,119,0,2732,,,
米子西町,2018,11,119,95,214,24,48,71,24,1069,523,119,0,2305,,,
米子西町,2018,12,95,119,404,24,48,24,0,832,404,119,0,2067,,,
米子西町,2018,1,119,95,143,0,24,0,24,998,166,95,0,1663,,,
米子西町,2018,2,475,451,119,24,0,24,48,1069,190,95,0,2495,,,
米子西町,2018,3,4229,3778,9195,404,523,1093,855,9742,4467,4681,832,39798,,,
鳥取大覚寺,2016,4,119,143,1093,594,523,5013,5797,1331,1188,546,4562,20909,,,
鳥取大覚寺,2016,5,119,95,546,4966,5441,3564,3968,1283,523,119,3897,24520,,,
鳥取大覚寺,2016,6,24,48,309,1853,2685,618,570,1378,594,95,475,8649,,,
鳥取大覚寺,2016,7,24,71,214,143,119,760,950,1093,642,119,1022,5156,,,
鳥取大覚寺,2016,8,48,24,71,119,95,190,190,1069,594,143,261,2804,,,
鳥取大覚寺,2016,9,190,214,190,48,48,48,71,1093,475,119,0,2495,,,
